mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.08194818496704101,0.015587382516926951,0.009123659133911133,0.0008535822878433169,0.001,{'model__alpha': 0.001},0.4559659958054735,0.5418158574839744,0.33889936843317636,0.5342168356098149,0.5019542240433595,0.4745704562751597,0.07427284202754869,4,0.5637877487259312,0.5506185967579447,0.5888455799194556,0.5557792046979019,0.560832389362298,0.5639727038927063,0.013221356602312823
0.07311038970947266,0.010939886591321626,0.01134486198425293,0.004796412463082461,0.0013738237958832622,{'model__alpha': 0.0013738237958832622},0.4555805215306301,0.5418001561713555,0.33912857064069146,0.5341332498371785,0.5020045902457083,0.4745294176851128,0.0741960972245181,5,0.5637863874436362,0.5506175984011548,0.5888445859314386,0.5557782017721871,0.5608314531533705,0.5639716453403574,0.013221356876404076
0.06905913352966309,0.011640020425806363,0.013725662231445312,0.0053133901004467415,0.0018873918221350978,{'model__alpha': 0.0018873918221350978},0.4550457809017546,0.541778287050341,0.3394425482954596,0.5340177911769267,0.5020734749544302,0.4744715764757824,0.07409184807822528,6,0.5637838135998776,0.5506157143062111,0.5888427102103666,0.5557763089977199,0.560829686401019,0.563969646703039,0.013221357465044926
0.07278141975402833,0.006964027881122365,0.008676958084106446,7.9949737938124e-05,0.002592943797404667,{'model__alpha': 0.002592943797404667},0.4543026026283413,0.5417476788520943,0.339872231335826,0.5338579908147221,0.5021675330379789,0.47438960733379254,0.0739508266246456,7,0.5637789389296551,0.5506121586779438,0.5888391704518715,0.5557727369931944,0.5608263522043451,0.563965871451402,0.013221358667878085
0.06324267387390137,0.009642545566733319,0.01432352066040039,0.006294914124644925,0.003562247890262444,{'model__alpha': 0.003562247890262444},0.4532714364090993,0.5417045649789196,0.3404593466211471,0.5336362223065412,0.5022956542477692,0.4742734449126953,0.07376101513954483,8,0.5637697395232639,0.5506054488734754,0.5888324913114062,0.5557659961466577,0.5608200606359754,0.5639587472981558,0.013221361271729752
0.070835542678833,0.005040294171526162,0.009010887145996094,0.0008161328470662071,0.004893900918477494,{'model__alpha': 0.004893900918477494},0.4518355930364347,0.5416433282627542,0.3412599724391806,0.5333273396229024,0.5024696053199271,0.4741071677362398,0.07350780902807744,9,0.5637523791436132,0.5505927877429306,0.5888198887790549,0.5557532757722397,0.5608081890746202,0.5639453041024918,0.013221366758889689
0.06739907264709473,0.011159766909870167,0.01270608901977539,0.004258594712987536,0.006723357536499335,{'model__alpha': 0.006723357536499335},0.4498266719377968,0.5415554112633854,0.34234858900891274,0.532895046953623,0.5027046968393836,0.4738660832006203,0.07317468674928072,10,0.5637196180947552,0.5505688975041949,0.5887961132756236,0.5557292734195411,0.5607857897344897,0.5639199384057209,0.01322137949193198
0.07020955085754395,0.003234337612026987,0.009636020660400391,0.0012985304277940955,0.009236708571873864,{'model__alpha': 0.009236708571873864},0.4469982603562054,0.5414274875319451,0.3438229579193117,0.5322861522143965,0.5030203302955312,0.4735110376634779,0.07274597170033266,11,0.5636577977171549,0.5505238248635637,0.5887512625581005,0.5556839853381552,0.5607435326151011,0.563872080618415,0.013221408849092594
0.058858489990234374,0.006955299506857388,0.00943584442138672,0.0012024199672062946,0.01268961003167922,{'model__alpha': 0.01268961003167922},0.44298297132390374,0.5412382548958775,0.34580860713368766,0.531421335234477,0.5034401383281635,0.4729782613832219,0.07221465769527474,14,0.5635411404569491,0.5504387910454618,0.5886666651499698,0.5555985428020669,0.5606638208744474,0.563781792065779,0.013221481087255849
0.04941458702087402,0.007533048203106516,0.010553073883056641,0.0029598088013047166,0.017433288221999882,{'model__alpha': 0.017433288221999882},0.437222044879768,0.5409528473326198,0.34846148434673196,0.5301797378601284,0.5039908883153332,0.47216140054691624,0.07160158482802997,16,0.5633210063145857,0.550278387738993,0.5885071245011756,0.5554373472591885,0.5605134667261065,0.5636114665080099,0.013221671389352225
0.05125865936279297,0.009763285077405742,0.012566041946411134,0.007508454301058583,0.02395026619987486,{'model__alpha': 0.02395026619987486},0.43257690092557355,0.5405127376319923,0.3519651504718967,0.5283730615240991,0.504698539712336,0.47162527805317944,0.0705733030854141,18,0.5630813851712091,0.5499758258658517,0.5882062803644178,0.5551332617111211,0.5602299139793132,0.5633253334183825,0.013221361835563538
0.04312276840209961,0.011215897295976104,0.008879756927490235,0.0008508171300504865,0.03290344562312667,{'model__alpha': 0.03290344562312667},0.42922506855318243,0.5398174476405253,0.3565139994351847,0.5257000714184379,0.5055786454039763,0.4713670464902613,0.06895670705304266,19,0.5628983523110558,0.5494050927593466,0.5876390034472685,0.5545595602483192,0.5596951364582061,0.5628394290448393,0.013220790877119061
0.03901829719543457,0.007633452319254489,0.008367776870727539,0.00041328310284115846,0.04520353656360243,{'model__alpha': 0.04520353656360243},0.42274348430696984,0.5386909949139445,0.36226672209717936,0.5220285595793505,0.5066143899852117,0.4704688301765311,0.06723775097758489,23,0.5624960677957346,0.5483283383074358,0.5865691819778067,0.5535104200868122,0.5586864941538678,0.5619181004643314,0.013219862859935547
0.03103485107421875,0.009963820381042357,0.011657333374023438,0.007743010532198013,0.06210169418915616,{'model__alpha': 0.06210169418915616},0.4159256473320224,0.5365348469714993,0.36923625964815876,0.5163013353053798,0.507710873155274,0.4691417924824668,0.06490992813453662,26,0.5619925758681965,0.546305905152827,0.5845510134650213,0.5515344591938967,0.5567833875639814,0.5602334682487845,0.01323624035760112
0.027345800399780275,0.016586979387793223,0.008825159072875977,0.000546309579001754,0.08531678524172805,{'model__alpha': 0.08531678524172805},0.4165320195026101,0.5351551628165627,0.3770541608431852,0.5137004539745904,0.5086014982371827,0.47020865907482623,0.06187493328865822,24,0.561957469567846,0.5443986203426384,0.580740520569819,0.5508277770074734,0.5531894954291914,0.5582227765833936,0.0125866910631844
0.01881566047668457,0.005749601083498728,0.008943414688110352,0.0009085014410155573,0.11721022975334805,{'model__alpha': 0.11721022975334805},0.41733758720827374,0.5351121332347628,0.38401573351897655,0.5109870289169968,0.5092870591053151,0.471347908396865,0.05936419622139743,20,0.5618915304824181,0.5433744020039847,0.5742025799986292,0.5501295233401204,0.5501045858899198,0.5559405243430146,0.010905507707240397
0.013473415374755859,0.0021673754974420294,0.010324811935424805,0.003953476273596427,0.16102620275609392,{'model__alpha': 0.16102620275609392},0.41839531105966377,0.5330139369936304,0.38404547424168145,0.5069324857686486,0.5107870944883577,0.4706348605103964,0.05839102844944397,22,0.5617673200630657,0.5400271450414181,0.5736974934491469,0.5486641598511738,0.548844497525477,0.5546001231860563,0.01180519242961571
0.011432552337646484,0.0005973923479405341,0.01056528091430664,0.005064252180419352,0.2212216291070448,{'model__alpha': 0.2212216291070448},0.4197389333005892,0.5332228839124642,0.3853672895370266,0.505928352428632,0.5120678737228097,0.4712650665803043,0.05785940562572739,21,0.5615375443060202,0.5398076134869936,0.5698114575528458,0.5484300914924931,0.5454781617212991,0.5530129737119304,0.011018303889518155
0.014704656600952149,0.006279836455670025,0.010550880432128906,0.0037169763277511525,0.3039195382313198,{'model__alpha': 0.3039195382313198},0.4215041701543264,0.5334069966410141,0.3860362079011429,0.5043806099639969,0.5132392138115173,0.47171343969439955,0.05737453737273542,17,0.5611305186190215,0.5393967103730062,0.5694549137183494,0.5479885979142859,0.5450914030753192,0.5526124287399964,0.011034745180042212
0.014303445816040039,0.0070809923967234895,0.009975957870483398,0.0034148252129845512,0.41753189365604004,{'model__alpha': 0.41753189365604004},0.4243370252717119,0.5340039730378434,0.3866914908635788,0.5019865627759755,0.514660863437052,0.4723359830772324,0.056766843062966414,15,0.560540414867212,0.5387309841497824,0.5687826159467649,0.5471589481599841,0.5443955195693579,0.5519216965386203,0.011062503461074706
0.010842037200927735,0.00042912314625931597,0.01075916290283203,0.00417978837337719,0.5736152510448681,{'model__alpha': 0.5736152510448681},0.42881427031820885,0.534391273139259,0.3870912605172515,0.49891993463577544,0.5175969583469504,0.47336273939148904,0.056145618619226186,12,0.559724537623465,0.5378233300586975,0.567513923372856,0.5460973350162768,0.5436162311102924,0.5509550714363175,0.010963557148388522
0.01269841194152832,0.0034731434085385564,0.0075915813446044925,0.0006069855822082716,0.7880462815669912,{'model__alpha': 0.7880462815669912},0.4346384625456543,0.5345344202371467,0.38894083697292336,0.49526515283455297,0.5195501892206069,0.4745858123621768,0.05472498234184408,3,0.5583627121571118,0.5368149243361986,0.5661579303776361,0.5450114354709994,0.5424106582968279,0.5497515321277547,0.010835451915829141
0.01014714241027832,0.0007570679214380923,0.010397052764892578,0.005024742594541422,1.082636733874054,{'model__alpha': 1.082636733874054},0.44136478034866,0.5340952612465424,0.3909064693024643,0.49053062216184495,0.5212133413382556,0.47562209487955337,0.0530475973822616,1,0.5558326064760795,0.5350485778401058,0.5636893731254291,0.5434254400405847,0.540145946892269,0.5476283888748936,0.010556209207302466
0.013337993621826172,0.004658657866406361,0.0099853515625,0.0028256041023694716,1.4873521072935119,{'model__alpha': 1.4873521072935119},0.44590499780840587,0.532365619628385,0.3932431310780763,0.48443548497496536,0.5211461307905998,0.4754190728560864,0.05106688699569699,2,0.5521054509909198,0.53209298880076,0.5601375918590101,0.5406837166340845,0.5362110354345946,0.5442461567438738,0.010385180413689852
0.011075258255004883,0.0007990219131241434,0.008078289031982423,0.0008154615768113646,2.0433597178569416,{'model__alpha': 2.0433597178569416},0.44827276393366644,0.5287697386433361,0.39762224635618304,0.4743320881751134,0.5174588835583727,0.4732911441333343,0.047710478215682355,13,0.545943458762191,0.5265145954496686,0.555038358295467,0.5359225071555123,0.5296594171388571,0.5386156673603392,0.010557507051247122
0.010746240615844727,0.000691333733221506,0.008020448684692382,0.000839014721145207,2.8072162039411754,{'model__alpha': 2.8072162039411754},0.4495150494387181,0.521528240405509,0.4036725575326803,0.46146328592774377,0.5138334417711472,0.4700025150151597,0.043516361189950635,25,0.5367752904995176,0.5159855288561637,0.5485687873460057,0.5288197507046626,0.5215057493830331,0.5303310213578765,0.0114900585946425
0.011123752593994141,0.0012794796487151058,0.009386348724365234,0.001452098500858561,3.8566204211634725,{'model__alpha': 3.8566204211634725},0.44978077938798366,0.5093766354000093,0.4141629891080053,0.4457425340905561,0.5109505178208367,0.4660026911614782,0.038111901698354704,27,0.5261180735273434,0.5022147105279459,0.5409152007062685,0.5200893625494847,0.5100415578620134,0.5198757810346113,0.013343870275136078
0.013601160049438477,0.003663119415230904,0.008117580413818359,0.0008617308931925647,5.298316906283707,{'model__alpha': 5.298316906283707},0.45053683158979607,0.48856814098666157,0.4247245223113334,0.43497437004452855,0.5038042348623439,0.4605216199589327,0.03063913272791207,28,0.5118839275465188,0.486603521588412,0.52770987846563,0.5095932161443731,0.4944089016878226,0.5060398890865513,0.014348655740402462
0.014168739318847656,0.004113257309529116,0.008029365539550781,0.000642510010101268,7.278953843983146,{'model__alpha': 7.278953843983146},0.4437469159140742,0.47221849865540333,0.42535495831553805,0.42692775192657606,0.4896391370777624,0.4515774523778708,0.025421600508715763,29,0.49201925447056605,0.47242913555967936,0.504540466074568,0.49738501307830274,0.4705588554933494,0.4873865449352931,0.01358369316851387
0.015338706970214843,0.0051121856378621615,0.008711576461791992,0.0007846469249496879,10.0,{'model__alpha': 10.0},0.4344002814048771,0.4527252924496329,0.4212480495166421,0.4154736546065938,0.46430649422418,0.43763075444038513,0.01848894924229897,30,0.46962550153615623,0.45601176726287695,0.4815967985485601,0.47856410200603805,0.451873988863425,0.46753443164341124,0.011847342546505817
